field_1,lat,lon,depth,time,orid,evid,julian_date,nass,ndef,ndp,grn,srn,etype,review,depdp,dtype,mb,mbid,ms,msid,ml,mlid,algorithm,auth,commid_x,lddate_x,date,sxx,syy,szz,stt,sxy,sxz,syz,stx,sty,stz,sdobs,smajax,sminax,strike,sdepth,stime,conf,commid_y,lddate_y
1018,56.0412,-120.3409,8.2447,1549362316.6,1019,1019,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.15,6925,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-05 10:25:16.600990057,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2226,2.7653,1.6185,226.93,0.8839,-1,0,-1,1565395763.82
1252,56.0462,-120.4891,1,1549486806.67,1253,1253,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.49,7159,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-06 21:00:06.673890114,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3688,2.1785,1.2066,349.24,0,-1,0,-1,1565395763.82
1368,56.043,-120.4823,2.3588,1549529500.3,1369,1369,-1,9,9,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.08,7275,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-07 08:51:40.304270029,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3374,2.2426,1.3756,355.35,1.315,-1,0,-1,1565395763.82
1387,56.0475,-120.5645,1,1549535443.31,1388,1388,-1,9,9,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.45,7294,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-07 10:30:43.305399895,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2358,2.0445,1.8271,317.81,0,-1,0,-1,1565395763.82
1390,56.0525,-120.4587,2.8809,1549539824.01,1391,1391,-1,8,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.04,7297,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-07 11:43:44.011250019,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2522,2.5925,1.8061,19.16,1.483,-1,0,-1,1565395763.82
1427,56.0767,-120.4041,1,1549554514.23,1428,1428,-1,3,3,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.22,7334,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-07 15:48:34.231650114,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0039,4.438,2.5691,27.99,0,-1,0,-1,1565395763.82
1474,56.0003,-120.4869,0.1365,1549600905.76,1475,1475,-1,23,23,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.96,7381,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-08 04:41:45.764009953,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3257,0.6594,0.4988,19.17,1.6605,-1,0,-1,1565395763.82
1499,56.049,-120.4727,3.8098,1549621089.49,1500,1500,-1,9,9,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.02,7406,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-08 10:18:09.485480070,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3055,1.9747,1.3187,345.26,1.2647,-1,0,-1,1565395763.82
1611,55.9804,-120.4836,2.2412,1549652841.41,1612,1612,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.16,7518,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-08 19:07:21.410009861,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3191,2.4255,1.9782,2.53,3.522,-1,0,-1,1565395763.82
1763,56.0512,-120.4173,8.0357,1549691835.79,1764,1764,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.1,7670,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-09 05:57:15.791970015,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1213,2.519,1.8885,37.57,1.0672,-1,0,-1,1565395763.82
1765,56.0599,-120.4182,8.5085,1549692011.01,1766,1766,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.09,7672,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-09 06:00:11.013059855,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1251,2.9641,2.1325,21.57,0.9675,-1,0,-1,1565395763.82
1822,55.9739,-120.4788,3.2058,1549700867.66,1823,1823,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.09,7729,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-09 08:27:47.659849882,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.4463,5.1571,1.6951,347.78,5.9023,-1,0,-1,1565395763.82
1967,55.9929,-120.4663,3.7568,1549758031.22,1968,1968,-1,9,9,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.09,7874,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-10 00:20:31.221920013,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2594,1.7261,1.4392,323.98,1.106,-1,0,-1,1565395763.82
1982,55.9919,-120.4671,3.3957,1549761972.35,1983,1983,-1,9,9,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.01,7889,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-10 01:26:12.349250078,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2905,1.7432,1.4213,322.06,1.1569,-1,0,-1,1565395763.82
2011,55.9865,-120.4935,5.0271,1549778453.42,2012,2012,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.34,7918,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-10 06:00:53.421519995,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1393,2.1918,1.5662,259.06,1.2635,-1,0,-1,1565395763.82
2271,55.9453,-120.4669,0.9556,1549903317.85,2272,2272,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.46,8178,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-11 16:41:57.851550102,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0104,3.277,1.807,32.92,0.3379,-1,0,-1,1565395763.82
2324,55.998,-120.4782,3.8701,1549945472.28,2325,2325,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.21,8231,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-12 04:24:32.282080173,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2036,1.9377,1.6511,350.77,1.4353,-1,0,-1,1565395763.82
2326,56.0028,-120.4976,4.0246,1549946543.39,2327,2327,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.26,8233,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-12 04:42:23.386969805,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2364,2.0519,1.7846,352.19,1.4582,-1,0,-1,1565395763.82
2332,55.9847,-120.4777,3.0883,1549950037.94,2333,2333,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.23,8239,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-12 05:40:37.940629959,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.225,4.8803,1.6794,342.97,3.6915,-1,0,-1,1565395763.82
2422,56.0474,-120.3816,8.4831,1549983084.47,2423,2423,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.23,8329,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-12 14:51:24.465409994,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2827,3.1442,1.8076,24.67,0.8526,-1,0,-1,1565395763.82
2425,55.9478,-120.466,1,1549983752.3,2426,2426,-1,3,3,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.1,8332,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-12 15:02:32.301310062,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0081,4.4886,2.3167,9.73,0,-1,0,-1,1565395763.82
2450,55.9929,-120.4735,3.9676,1549995401.36,2451,2451,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.11,8357,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-12 18:16:41.355950117,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2303,1.7146,1.5429,323.33,1.4986,-1,0,-1,1565395763.82
2571,55.9977,-120.4784,1,1550117155.32,2572,2572,-1,22,22,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,1.25,8478,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-14 04:05:55.324939966,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3672,0.5725,0.4956,4.68,0,-1,0,-1,1565395763.82
2628,55.9958,-120.4697,0.4967,1550120222.46,2629,2629,-1,13,13,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.16,8535,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-14 04:57:02.462430000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3404,0.9092,0.6134,25.02,1.1552,-1,0,-1,1565395763.82
2663,56.0461,-120.4284,1.2219,1550124311,2664,2664,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.21,8570,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-14 06:05:10.995450020,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1885,2.6823,1.7458,23.72,2.1044,-1,0,-1,1565395763.82
2693,56.0447,-120.4848,1.5793,1550140432.01,2694,2694,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.2,8599,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-14 10:33:52.012809992,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1887,2.5506,1.3688,322.92,2.3226,-1,0,-1,1565395763.82
2709,56.0409,-120.4792,1,1550160348.91,2710,2710,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.3,8615,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-14 16:05:48.912610054,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1063,2.3169,1.8014,323.82,0,-1,0,-1,1565395763.82
2753,56.057,-120.4929,6.8111,1550165615.45,2754,2754,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.77,8659,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-14 17:33:35.451809883,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.242,3.3996,2.3725,237.21,1.0987,-1,0,-1,1565395763.82
2985,56.0592,-120.4582,0.1819,1550353012.83,2986,2986,-1,13,11,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.77,8891,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-16 21:36:52.830399990,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3965,2.282,1.0607,355.15,4.4303,-1,0,-1,1565395763.82
3004,56.0461,-120.4856,1.0343,1550368244.24,3005,3005,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.46,8910,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-17 01:50:44.237360001,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1488,2.3649,2.1661,290.1,2.6927,-1,0,-1,1565395763.82
3055,56.0477,-120.4813,0.5706,1550442013.51,3056,3056,-1,10,10,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.54,8961,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-17 22:20:13.510799884,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2551,2.3885,0.9715,346,2.9101,-1,0,-1,1565395763.82
3069,56.0489,-120.4589,0.1475,1550450118.33,3070,3070,-1,11,11,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.49,8975,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-18 00:35:18.326149940,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2706,2.4021,0.8545,350.14,3.9505,-1,0,-1,1565395763.82
3161,55.9991,-120.4792,2.4919,1550586128.18,3162,3162,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.28,9067,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-19 14:22:08.176949978,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2013,2.011,1.8819,290.01,1.0926,-1,0,-1,1565395763.82
3220,56.0018,-120.4872,3.6938,1550675541.67,3221,3221,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.16,9126,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-02-20 15:12:21.672430038,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0095,3.8523,2.3058,321.17,1.4204,-1,0,-1,1565395763.82
3262,55.9945,-120.4684,0.5623,1551433285.73,3263,3263,-1,12,12,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.32,9167,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-03-01 09:41:25.725939989,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3374,1.291,0.8013,320.46,1.2682,-1,0,-1,1565395763.82
3268,56.0012,-120.4941,0.1576,1551822764.77,3269,3269,-1,18,18,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.58,9173,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-03-05 21:52:44.765190125,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3181,1.1009,0.5529,336.84,1.7804,-1,0,-1,1565395763.82
3275,55.9983,-120.5063,0.1351,1552220131.75,3276,3276,-1,18,18,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.72,9180,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-03-10 12:15:31.750550032,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3148,0.6998,0.5673,10.61,2.3464,-1,0,-1,1565395763.82
3315,56.0175,-120.5458,1,1553632714.65,3316,3316,-1,14,14,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.4,9220,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-03-26 20:38:34.646270037,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3487,0.8209,0.6342,0.64,0,-1,0,-1,1565395763.82
3475,55.8741,-120.432,9.2264,1554303096.21,3476,3476,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.08,9380,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-03 14:51:36.212180138,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.455,2.2979,1.2609,28.61,1.1009,-1,0,-1,1565395763.82
3476,55.8793,-120.3777,2.0066,1554303048.32,3477,3477,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.01,9381,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-03 14:50:48.319180012,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2033,2.5432,1.1072,1.48,2.8919,-1,0,-1,1565395763.82
3478,55.8753,-120.3761,6.1037,1554303394.37,3479,3479,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.14,9383,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-03 14:56:34.372570038,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0839,2.1313,1.3911,26.51,1.6589,-1,0,-1,1565395763.82
3488,55.8873,-120.4056,5.2027,1554306340.51,3489,3489,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.02,9393,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-03 15:45:40.513910055,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3755,1.9302,1.1535,22.68,1.1978,-1,0,-1,1565395763.82
3491,55.877,-120.3933,5.9219,1554310706.42,3492,3492,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.16,9396,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-03 16:58:26.419130087,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.006,2.5609,1.4956,13.37,1.7175,-1,0,-1,1565395763.82
3499,55.8734,-120.3889,5.1813,1554318453.86,3500,3500,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.06,9404,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-03 19:07:33.860509872,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0006,2.5755,1.4069,13.28,1.8299,-1,0,-1,1565395763.82
3504,55.8472,-120.3946,1,1554319252.74,3505,3505,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.4,9409,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-03 19:20:52.740159988,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0125,3.808,1.3707,12.8,0,-1,0,-1,1565395763.82
3516,55.8465,-120.4015,1,1554320554.89,3517,3517,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.06,9421,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-03 19:42:34.891710043,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0116,3.7701,1.3968,15.07,0,-1,0,-1,1565395763.82
3536,55.8774,-120.4094,0.1137,1554324088.43,3537,3537,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.17,9441,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-03 20:41:28.430119991,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2843,1.9035,1.1071,21.52,5.4396,-1,0,-1,1565395763.82
3566,55.8704,-120.3903,5.0555,1554334769.8,3567,3567,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.12,9471,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-03 23:39:29.799890041,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0145,2.6273,1.4185,13.36,1.8906,-1,0,-1,1565395763.82
3569,55.8662,-120.387,4.0986,1554334936.98,3570,3570,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.16,9474,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-03 23:42:16.979490042,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0074,3.2712,1.2627,21.46,2.1097,-1,0,-1,1565395763.82
3578,55.8326,-120.3885,1,1554335381.52,3579,3579,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.1,9483,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-03 23:49:41.516649961,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.083,3.564,1.5914,9.02,0,-1,0,-1,1565395763.82
3582,55.9605,-120.3514,1,1554335520.19,3583,3583,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.24,9487,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-03 23:52:00.191009998,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0232,3.8068,1.3714,11.52,0,-1,0,-1,1565395763.82
3599,55.8651,-120.3837,0.3862,1554336426.74,3600,3600,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.17,9504,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-04 00:07:06.741780043,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2718,2.4271,0.8447,6.21,5.4041,-1,0,-1,1565395763.82
3607,55.8686,-120.3893,4.2611,1554336782.34,3608,3608,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.01,9512,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-04 00:13:02.336430073,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0092,2.6309,1.3398,13.35,2.0572,-1,0,-1,1565395763.82
3620,55.8491,-120.3947,1,1554341228.91,3621,3621,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.27,9525,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-04 01:27:08.911520004,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0298,3.852,1.3432,13.1,0,-1,0,-1,1565395763.82
3623,55.857,-120.4246,1,1554342282.76,3624,3624,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.17,9528,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-04 01:44:42.757169962,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3088,2.9901,1.0874,22.18,0,-1,0,-1,1565395763.82
3627,55.8828,-120.3964,1.9451,1554343279.96,3628,3628,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.14,9532,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-04 02:01:19.958650112,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3023,2.0544,1.0462,19.43,2.3026,-1,0,-1,1565395763.82
3630,55.8573,-120.4068,3.7389,1554344910.18,3631,3631,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.03,9535,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-04 02:28:30.177469969,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1779,2.1407,1.2512,18.48,1.5642,-1,0,-1,1565395763.82
3631,55.8595,-120.3976,3.5296,1554345507.69,3632,3632,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.18,9536,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-04 02:38:27.694659948,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1619,2.6638,1.0901,7.26,2.5291,-1,0,-1,1565395763.82
3638,55.8433,-120.3948,1,1554365697.88,3639,3639,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.25,9543,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-04 08:14:57.882280111,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0089,3.7262,1.4295,12.35,0,-1,0,-1,1565395763.82
3639,55.9654,-120.2705,1,1554367201.98,3640,3640,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.13,9544,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-04 08:40:01.981530190,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1351,3.391,1.942,36.02,0,-1,0,-1,1565395763.82
3651,55.87,-120.3829,4.6754,1554402428.39,3652,3652,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0,9556,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-04 18:27:08.386919975,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0215,3.7233,1.3647,11.96,1.1169,-1,0,-1,1565395763.82
3654,55.9617,-120.3521,1,1554402717.73,3655,3655,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.51,9559,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-04 18:31:57.727219820,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0121,3.7808,1.389,11.14,0,-1,0,-1,1565395763.82
