field_1,lat,lon,depth,time,orid,evid,julian_date,nass,ndef,ndp,grn,srn,etype,review,depdp,dtype,mb,mbid,ms,msid,ml,mlid,algorithm,auth,commid_x,lddate_x,date,sxx,syy,szz,stt,sxy,sxz,syz,stx,sty,stz,sdobs,smajax,sminax,strike,sdepth,stime,conf,commid_y,lddate_y
4252,55.9708,-120.3303,1,1554773833.23,4253,4253,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0,10155,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 01:37:13.225150108,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0399,3.5726,1.5818,17.07,0,-1,0,-1,1565395763.82
4257,55.8816,-120.3625,6.227,1554774393.85,4258,4258,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.23,10160,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 01:46:33.845780134,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0075,2.4406,1.5258,12.3,1.6229,-1,0,-1,1565395763.82
4262,55.8702,-120.3218,10.0693,1554775061.1,4263,4263,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.17,10165,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 01:57:41.102919817,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1684,2.912,1.7443,6.49,1.4048,-1,0,-1,1565395763.82
4263,55.8794,-120.3779,0.4179,1554775086.98,4264,4264,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.01,10166,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 01:58:06.980550051,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.315,2.3221,0.8094,14.51,4.5736,-1,0,-1,1565395763.82
4266,55.874,-120.3635,5.7698,1554775144.94,4267,4267,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.04,10169,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 01:59:04.938630104,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0103,2.5458,1.5249,11.58,1.7105,-1,0,-1,1565395763.82
4268,55.8537,-120.3792,0.4158,1554775210.14,4269,4269,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.26,10171,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 02:00:10.135149956,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2778,2.6741,1.268,8.81,5.0499,-1,0,-1,1565395763.82
4273,55.8778,-120.4247,1,1554775400.39,4274,4274,-1,3,3,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.01,10176,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 02:03:20.393310070,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0127,4.4432,2.2707,251.61,0,-1,0,-1,1565395763.82
4278,55.8763,-120.3437,6.4005,1554775641.15,4279,4279,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.13,10181,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 02:07:21.145299911,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2518,2.4755,1.429,4.46,1.5848,-1,0,-1,1565395763.82
4290,55.8704,-120.3653,5.5476,1554776025.47,4291,4291,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.09,10193,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 02:13:45.472899914,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0047,2.5997,1.5216,11.4,1.772,-1,0,-1,1565395763.82
4300,55.8633,-120.3777,2.7315,1554776447.42,4301,4301,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.09,10203,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 02:20:47.424829960,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2446,2.4197,1.1159,3.48,2.1541,-1,0,-1,1565395763.82
4312,55.8369,-120.3731,0.9066,1554777203.58,4313,4313,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.2,10215,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 02:33:23.584759951,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0275,3.4475,1.5155,3.47,0.3382,-1,0,-1,1565395763.82
4317,55.8722,-120.3622,5.5111,1554777385.66,4318,4318,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.16,10220,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 02:36:25.662290096,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0108,2.5622,1.5215,11.18,1.7461,-1,0,-1,1565395763.82
4336,55.8804,-120.3811,0.1583,1554780060.88,4337,4337,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.11,10239,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 03:21:00.879330158,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.294,2.3152,0.8039,15.28,5.8061,-1,0,-1,1565395763.82
4379,55.8817,-120.3398,6.3641,1554818218.56,4380,4380,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.15,10282,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 13:56:58.558310032,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2286,2.3802,1.4442,4.55,1.5435,-1,0,-1,1565395763.82
4388,55.8808,-120.3805,0.3454,1554820892.47,4389,4389,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.01,10291,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 14:41:32.468619823,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3177,1.851,0.7502,17.22,4.2704,-1,0,-1,1565395763.82
4398,55.8779,-120.3785,0.1173,1554822987.02,4399,4399,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.02,10301,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 15:16:27.017830133,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2914,1.8696,0.7543,15.87,5.2595,-1,0,-1,1565395763.82
4399,55.8796,-120.3862,1,1554822998.23,4400,4400,-1,9,9,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.05,10302,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 15:16:38.234940052,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2963,1.6225,0.7086,23.75,0,-1,0,-1,1565395763.82
4404,55.8753,-120.3613,5.874,1554823227.21,4405,4405,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.29,10307,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 15:20:27.206120014,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0045,2.5259,1.5404,11.62,1.6845,-1,0,-1,1565395763.82
4419,55.8848,-120.37,1,1554824761.33,4420,4420,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.03,10322,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 15:46:01.329849958,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.4122,1.835,0.6799,6,0,-1,0,-1,1565395763.82
4421,55.8768,-120.3865,0.216,1554825143.05,4422,4422,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.02,10324,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 15:52:23.046530008,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3081,2.1105,0.8481,14.88,5.3287,-1,0,-1,1565395763.82
4431,55.8794,-120.383,1,1554830135.61,4432,4432,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.07,10334,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 17:15:35.614419937,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3633,2.3318,0.8306,16.17,0,-1,0,-1,1565395763.82
4440,55.846,-120.3688,1,1554831969.66,4441,4441,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.13,10343,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 17:46:09.656309843,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.027,3.8063,1.3793,3.61,0,-1,0,-1,1565395763.82
4446,55.8916,-120.4232,8.0549,1554832755.27,4447,4447,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.06,10349,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 17:59:15.267480135,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0091,2.8482,2.1459,350.06,2.097,-1,0,-1,1565395763.82
4447,55.8818,-120.3986,4.4695,1554832716.95,4448,4448,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.11,10350,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 17:58:36.948600054,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3006,2.2399,1.1622,11.98,1.2317,-1,0,-1,1565395763.82
4449,55.8605,-120.3652,5.8686,1554832930.73,4450,4450,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.08,10352,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 18:02:10.731640100,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.029,2.4958,1.6187,5.7,1.2408,-1,0,-1,1565395763.82
4453,55.8637,-120.3682,5.332,1554833168,4454,4454,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.01,10356,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 18:06:07.998980045,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0171,2.4521,1.5174,6.52,1.2537,-1,0,-1,1565395763.82
4455,55.8763,-120.3797,1.5203,1554833892.89,4456,4456,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.44,10358,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 18:18:12.891419888,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3621,2.0358,0.8391,13.85,1.9781,-1,0,-1,1565395763.82
4458,55.8792,-120.3939,1.2391,1554834423.54,4459,4459,-1,9,9,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.14,10361,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 18:27:03.539550066,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3232,1.6912,0.8626,24.6,1.951,-1,0,-1,1565395763.82
4494,55.9607,-120.3212,0.9477,1554848306.33,4495,4495,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.07,10397,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 22:18:26.329349995,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0281,3.4708,1.4687,22.83,0.3684,-1,0,-1,1565395763.82
4501,55.8691,-120.3639,1,1554850176.22,4502,4502,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.12,10404,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 22:49:36.223129988,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1753,2.5387,1.0533,4.24,0,-1,0,-1,1565395763.82
4502,55.8802,-120.3737,1,1554850183.94,4503,4503,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.04,10405,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 22:49:43.937569857,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.328,2.2746,0.8178,13.78,0,-1,0,-1,1565395763.82
4525,55.8876,-120.4213,8.247,1554852971.11,4526,4526,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.35,10428,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 23:36:11.109699965,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0117,3.8998,2.0728,357.2,2.0353,-1,0,-1,1565395763.82
4526,55.8957,-120.3998,8.914,1554853054.26,4527,4527,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.1,10429,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 23:37:34.255470036,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1449,1.6793,0.8893,288.53,1.3937,-1,0,-1,1565395763.82
4532,55.8874,-120.3617,0.1213,1554853413.8,4533,4533,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.02,10435,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 23:43:33.795289993,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3792,2.0018,0.7383,8.88,4.431,-1,0,-1,1565395763.82
4542,55.8679,-120.3588,5.353,1554854681.17,4543,4543,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.08,10445,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 00:04:41.173580170,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0058,2.6277,1.5743,10.68,1.7987,-1,0,-1,1565395763.82
4544,55.8669,-120.3606,5.2181,1554854625.83,4545,4545,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.07,10447,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 00:03:45.828000069,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.011,2.6422,1.557,10.65,1.8353,-1,0,-1,1565395763.82
4559,55.8657,-120.3577,5.1978,1554856898.51,4560,4560,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.96,10462,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 00:41:38.505669832,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0155,2.2076,1.5238,22.04,1.7913,-1,0,-1,1565395763.82
4562,55.9238,-120.3649,0.2474,1554857385.6,4563,4563,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.08,10465,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 00:49:45.600919962,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3409,2.1744,0.786,8.66,4.9947,-1,0,-1,1565395763.82
4578,55.8771,-120.378,0.4108,1554862289.51,4579,4579,-1,12,12,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.22,10481,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 02:11:29.514070033,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3785,0.9142,0.6422,19.52,2.8506,-1,0,-1,1565395763.82
4631,55.9086,-120.4232,8.8399,1554912966.37,4632,4632,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.17,10534,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 16:16:06.373939991,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0481,2.0237,1.8331,242.81,1.201,-1,0,-1,1565395763.82
4641,55.8394,-120.3691,1,1554921675.93,4642,4642,-1,3,3,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.07,10544,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 18:41:15.926110029,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0076,5.7696,1.6778,352.34,0,-1,0,-1,1565395763.82
4645,55.8392,-120.3686,1.0673,1554922420.6,4646,4646,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.05,10548,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 18:53:40.604939938,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0074,3.4447,1.4866,1.89,0.3858,-1,0,-1,1565395763.82
4653,55.8798,-120.384,1,1554923842.3,4654,4654,-1,9,9,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.01,10556,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 19:17:22.297080040,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2857,1.6117,0.7052,23.14,0,-1,0,-1,1565395763.82
4655,55.8846,-120.3684,0.3382,1554924286.2,4656,4656,-1,10,10,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.26,10558,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 19:24:46.204689980,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3651,1.5661,0.6565,7.56,3.1571,-1,0,-1,1565395763.82
4667,55.8801,-120.4075,1,1554928042.09,4668,4668,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.19,10570,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 20:27:22.090219975,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2972,2.287,0.9906,229.16,0,-1,0,-1,1565395763.82
4674,55.8402,-120.3694,1,1554932198.2,4675,4675,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.11,10577,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 21:36:38.201849937,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0111,3.6845,1.4718,3.34,0,-1,0,-1,1565395763.82
4683,55.8778,-120.3799,0.1417,1554934535.37,4684,4684,-1,9,9,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.19,10586,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 22:15:35.374419928,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2759,1.6214,0.7355,20.49,4.0963,-1,0,-1,1565395763.82
4685,55.8791,-120.3792,1,1554934512.27,4686,4686,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0,10588,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 22:15:12.272959948,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3034,1.7417,0.7445,17.77,0,-1,0,-1,1565395763.82
4688,55.8782,-120.3839,0.1586,1554934856.24,4689,4689,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.14,10591,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 22:20:56.239320040,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3168,1.8148,0.817,15.52,4.3572,-1,0,-1,1565395763.82
4699,55.8432,-120.371,1,1554938871.85,4700,4700,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.28,10602,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 23:27:51.850159883,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0198,3.7457,1.4208,4.14,0,-1,0,-1,1565395763.82
4718,55.9622,-120.3184,1,1554945461.16,4719,4719,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.31,10621,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-11 01:17:41.161430120,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0079,3.6438,1.5111,22.37,0,-1,0,-1,1565395763.82
4735,55.8723,-120.3678,4.542,1554951572.77,4736,4736,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.14,10638,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-11 02:59:32.771929979,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1936,2.2458,1.1637,0.09,1.2126,-1,0,-1,1565395763.82
4737,55.8696,-120.3683,3.9553,1554953358.78,4738,4738,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.08,10640,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-11 03:29:18.782040119,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1924,2.337,1.137,0.35,1.6543,-1,0,-1,1565395763.82
4745,55.839,-120.3653,1,1554970614.49,4746,4746,-1,4,4,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.05,10648,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-11 08:16:54.489939928,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0073,3.6593,1.4972,1.82,0,-1,0,-1,1565395763.82
4746,55.8724,-120.3484,5.5862,1554976458.14,4747,4747,-1,5,5,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.01,10649,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-11 09:54:18.136719942,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.0073,2.5485,1.6536,10.44,1.682,-1,0,-1,1565395763.82
4795,55.8844,-120.366,1,1554998064.78,4796,4796,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.07,10698,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-11 15:54:24.778429985,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3583,2.1797,0.7908,12.3,0,-1,0,-1,1565395763.82
4826,55.8756,-120.4435,0.1287,1555017687.66,4827,4827,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.04,10729,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-11 21:21:27.658230066,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2284,1.3987,0.9918,306.25,8.2672,-1,0,-1,1565395763.82
4851,55.8722,-120.3642,5.7766,1555037428.94,4852,4852,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.13,10754,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-12 02:50:28.942440033,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2405,2.2294,1.26,357.05,1.1285,-1,0,-1,1565395763.82
4872,55.8932,-120.3991,0.6643,1555555209.3,4873,4873,-1,16,16,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.84,10775,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-18 02:40:09.297430038,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.3638,0.6424,0.5563,15.17,1.6589,-1,0,-1,1565395763.82
4879,56.2645,-121.1186,4.8824,1556373111.55,4880,4880,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,1.14,10782,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-27 13:51:51.552089930,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.2406,3.4206,2.032,255.56,5.9336,-1,0,-1,1565395763.82
5089,56.0183,-120.5961,15.3631,1558078820.52,5090,5090,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.22,10992,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-05-17 07:40:20.521630049,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.4637,4.6622,2.6435,249.59,1.9858,-1,0,-1,1565395763.82
5192,56.088,-120.5193,0.2028,1558709432.99,5193,5193,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.34,11095,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-05-24 14:50:32.987440109,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,0.1514,5.1222,1.799,245.27,26.1837,-1,0,-1,1565395763.82
